"Ngày","Bắc Giang","Bắc Ninh","Bình Dương","TP HCM","Đồng Tháp","Hà Nội","Đồng Nai","Long An","Tiền Giang","Phú Yên","Đà Nẵng","Hưng Yên","Vĩnh Long","Khánh Hòa","Quảng Ngãi","Nghệ An","Hà Tĩnh","Lạng Sơn","Vĩnh Phúc","Điện Biên","Hà Nam","Yên Bái","Quảng Nam","Hải Dương","Thái Bình","Thanh Hóa","Nam Định","Phú Thọ","Quảng Ninh","Hải Phòng","Thừa Thiên Huế","Đăk Lăk","Hòa Bình","Quảng Trị","Tuyên Quang","Sơn La","Ninh Bình","Thái Nguyên","Bạc Liêu","Gia Lai","Tây Ninh","Trà Vinh","Bắc Kạn","Lào Cai","An Giang","Kiên Giang","Bình Thuận","Cần Thơ","Bà Rịa - Vũng Tàu","Bình Định","Bình Phước","Lâm Đồng","Ninh Thuận","Bến Tre","Sóc Trăng","Cà Mau","Hậu Giang","Đăk Nông","Kon Tum","Hà Giang","Quảng Bình","Lai Châu","","","","","",""
"25/7","5787","1719","8010","60425","1959","903","2216","3856","1561","985","627","260","586","955","258","188","128","118","171","58","62","1","40","51","31","21","10","6","5","25","15","88","13","3","1","3","5","3","21","24","794","129","5","10","158","148","318","333","555","72","133","31","135","454","87","23","85","35","4","8","2","1","","","","","",""
"26/7","5787","1719","8743","66422","2094","984","2475","3856","1762","1031","688","261","635","967","262","190","128","118","181","58","62","1","48","51","31","21","10","6","5","25","16","117","14","3","2","3","5","3","23","27","794","142","5","10","183","148","366","376","555","99","133","40","142","491","87","24","92","41","4","8","2","1","","","","","",""
"27/7","5787","1719","8909","72740","2397","1007","2714","3931","1825","1091","714","261","708","993","265","190","129","120","192","58","62","1","51","51","31","22","10","6","5","25","22","129","14","3","2","3","5","4","24","32","938","145","5","10","226","161","411","447","607","107","133","41","155","551","109","25","102","46","6","8","2","1","","","","","",""
"28/7","5787","1719","9540","77189","2641","1081","2985","3931","1855","1155","764","261","708","1140","266","190","131","120","204","58","62","1","62","57","31","23","10","6","5","25","24","142","14","4","2","3","9","9","24","36","1058","237","5","10","250","161","443","518","663","109","136","41","180","635","121","27","108","47","6","11","2","1","","","","","",""
"29/7","5787","1719","10684","81781","2798","1140","3310","4430","1855","1207","818","261","739","1158","267","197","135","126","210","58","62","1","72","67","31","29","10","10","5","25","34","186","14","4","2","3","10","9","28","36","1197","255","5","10","260","182","506","557","848","120","171","43","183","635","121","31","121","51","6","13","2","1","","","","","",""
"30/7","5787","1720","12604","86063","2955","1284","3670","4899","2097","1247","883","261","754","1375","273","197","142","128","219","58","62","1","85","68","31","30","11","10","5","25","34","194","16","4","2","3","10","12","28","42","1285","291","5","10","276","199","523","731","981","137","183","44","194","732","121","31","149","55","6","13","2","1","","","","","",""
"31/7","5787","1720","14679","90243","3101","1330","4126","5443","2220","1305","938","261","802","1710","274","210","146","128","223","58","65","1","95","71","31","35","11","10","5","26","47","226","16","8","2","13","12","12","29","55","1357","291","5","10","278","215","598","803","1096","165","197","47","199","732","121","31","168","67","7","13","3","1","","","","","",""
"1/8","5787","1720","16858","94295","3187","1411","4551","6012","2220","1354","938","262","852","2008","279","213","149","128","223","58","65","1","106","78","31","43","11","10","5","26","61","241","16","11","2","13","12","13","30","61","1459","322","5","10","299","239","630","903","1280","181","217","51","202","814","174","31","209","69","14","17","7","1","","","","","",""
"2/8","5787","1720","17807","98559","3264","1570","4931","6457","2299","1379","1014","263","902","2294","282","234","159","131","226","58","67","1","125","78","31","52","11","10","5","26","65","255","16","11","2","19","25","13","30","68","1459","353","5","10","316","257","676","1124","1412","202","225","53","221","814","174","31","220","81","14","17","9","1","","","","","",""
"3/8","5789","1720","19413","102730","3405","1668","5295","7023","2299","1439","1080","264","974","2483","305","246","166","131","228","60","67","1","137","81","31","55","11","13","5","26","74","284","16","15","2","22","32","13","36","107","1757","386","5","18","342","273","748","1244","1493","220","230","53","250","912","207","32","236","97","18","17","12","1","","","","","",""
"4/8","5789","1722","21556","106030","3561","1692","5684","7450","2299","1500","1173","267","1034","2633","320","252","180","132","229","60","67","2","147","85","31","72","12","13","5","26","93","299","16","18","2","24","32","13","41","117","1951","386","5","20","366","273","909","1394","1493","243","236","54","279","936","256","32","246","102","20","18","17","1","","","","","",""
"5/8","5791","1724","22378","109916","3675","1761","6042","8165","2468","1555","1265","268","1092","2729","330","252","186","134","229","60","67","3","156","106","38","74","12","13","5","26","99","331","16","19","2","24","32","13","48","141","2186","395","5","25","387","285","984","1446","1605","278","244","55","311","972","276","33","246","109","20","18","28","1","","","","","",""
"6/8","5791","1724","23547","113976","3816","1877","6596","9024","2721","1598","1403","268","1155","2998","335","273","199","136","231","60","67","3","167","111","46","83","12","13","5","26","101","348","16","21","2","24","40","13","50","165","2288","457","5","36","434","302","1050","1540","1605","297","249","59","336","1024","276","33","258","113","20","19","31","1","","","","","",""
"7/8","5791","1724","24429","117906","3876","1887","7305","9391","2886","1676","1403","269","1217","3165","342","273","205","136","231","60","67","3","177","122","50","87","12","13","5","26","101","348","16","21","2","44","42","13","56","182","2422","457","5","40","465","319","1111","1681","1893","314","251","71","358","1073","276","38","267","120","20","20","46","1","","","","","",""
"8/8","5791","1724","27639","121804","3968","2001","7919","10115","2886","1718","1533","270","1274","3366","356","273","213","138","232","60","68","3","183","125","51","91","12","15","5","26","124","389","16","21","2","46","42","13","58","186","2422","524","5","43","480","337","1157","1752","1893","328","256","92","443","1093","370","44","281","127","20","20","47","1","","","","","",""
"9/8","5792","1724","30526","125795","4045","2079","8457","10402","3137","1802","1593","270","1331","3399","374","285","228","138","232","60","68","3","194","137","53","91","12","15","5","26","151","392","16","21","2","47","52","13","59","200","2712","539","5","44","517","357","1191","1850","2135","373","261","122","443","1093","370","45","299","141","20","20","50","1","","","","","",""
"10/8","5794","1724","31851","129751","4146","2140","9189","11292","3237","1839","1667","270","1383","3399","385","413","243","138","232","60","68","3","202","145","57","91","13","15","5","26","156","447","16","21","2","49","52","13","63","243","2814","547","5","56","570","386","1254","1956","2244","373","261","140","504","1200","434","47","318","158","20","20","51","1","","","","","",""
"11/8","5794","1724","33748","133167","4337","2180","10168","12255","3414","1905","1723","270","1446","3501","399","429","252","139","232","60","68","3","206","149","57","104","16","15","5","26","157","447","16","22","2","68","52","13","65","243","3077","547","5","56","609","398","1322","2059","2425","383","280","140","523","1200","434","48","318","158","20","20","51","1","","","","","",""
"12/8","5794","1724","36776","137008","4469","2258","11239","12609","3626","1951","1801","271","1446","3673","415","443","260","139","232","60","68","3","208","150","63","110","18","15","5","26","177","477","16","22","2","68","53","13","68","252","3156","638","5","57","625","421","1353","2187","2425","403","286","162","547","1234","454","49","332","164","21","20","56","1","","","","","",""
"13/8","5794","1724","39592","140539","4621","2355","12047","13232","3626","2015","1859","272","1517","3916","425","457","275","143","232","60","68","3","212","154","63","114","19","15","5","26","208","484","16","30","2","68","53","13","73","270","3217","778","5","57","686","429","1381","2329","2494","415","293","164","554","1234","454","50","335","180","21","20","60","1","","","","","",""
"14/8","5794","1725","41621","144770","4739","2395","13070","13885","4087","2055","1946","272","1574","4080","460","469","275","145","232","60","68","3","212","157","65","117","27","15","5","26","265","510","16","34","2","85","53","13","76","340","3314","794","5","59","719","461","1417","2493","2571","438","298","178","576","1274","454","52","335","180","21","20","61","1","","","","","",""
"15/8","5795","1746","43979","149286","5010","2434","13616","14399","4296","2082","2029","273","1574","4246","494","496","289","145","232","60","68","3","238","162","67","119","27","15","5","26","273","510","16","42","2","85","54","13","76","348","3473","794","5","77","753","480","1456","2663","2587","460","302","189","598","1334","536","58","345","193","21","20","63","1","","","","","",""
"16/8","5795","1757","46501","152627","5168","2484","14204","14998","4448","2144","2125","273","1705","4508","498","520","306","149","232","60","69","3","249","163","67","125","33","15","5","26","333","521","16","42","2","87","57","14","78","373","3525","865","5","79","840","512","1489","2749","2587","463","308","197","625","1334","611","62","351","193","21","20","65","1","","","","","",""
"17/8","5795","1777","49833","156186","5338","2545","14502","15579","4859","2215","2249","273","1781","4647","503","536","325","152","232","60","69","3","260","163","68","137","33","15","5","26","334","545","16","47","2","87","57","15","81","399","3613","944","5","83","873","543","1544","2921","2666","475","311","200","636","1344","655","64","351","193","21","20","65","1","","","","","",""
"18/8","5795","1784","52346","159917","5369","2591","14945","16007","5141","2280","2383","273","1842","4733","512","595","333","153","233","61","69","3","313","163","69","143","33","15","5","26","351","550","16","59","2","89","58","15","82","406","3717","944","5","87","978","712","1564","3012","2666","490","311","206","644","1416","655","66","367","206","21","20","73","1","","","","","",""
"19/8","5802","1788","55601","164342","5554","2644","15602","16552","5619","2324","2547","273","1902","4884","528","640","340","154","233","61","69","3","337","165","70","149","37","15","5","26","351","550","16","68","2","115","60","15","84","406","3819","995","5","87","1048","729","1607","3146","2666","514","319","206","651","1416","655","66","373","206","21","20","77","1","","","","","",""
"20/8","5820","1798","59824","167717","5710","2716","16288","17047","5986","2351","2714","274","1925","5031","537","701","355","161","233","61","70","3","354","165","70","152","37","15","5","26","412","606","16","69","2","117","62","15","88","416","3941","1042","5","88","1159","743","1636","3293","2723","528","330","210","655","1475","655","73","373","206","21","20","84","1","","","","","",""
"21/8","5822","1801","66447","171801","5819","2792","16839","17440","6575","2396","2911","274","1925","5107","540","761","358","168","233","61","70","3","386","166","70","155","38","16","5","26","418","638","16","69","2","117","64","15","88","427","4024","1066","5","88","1230","786","1679","3393","2780","528","338","220","659","1517","655","79","385","206","21","20","88","1","","","","","",""
"22/8","5828","1812","70242","175994","5961","2803","17688","17805","7284","2434","3094","274","1974","5267","543","829","378","173","233","61","70","3","402","166","71","155","38","16","5","26","418","650","16","72","2","132","64","15","88","437","4107","1105","5","94","1299","801","1726","3490","2887","548","338","220","664","1517","793","89","392","245","21","20","88","1","","","","","",""
"23/8","5837","1814","73425","180245","6061","2843","18311","18193","7743","2477","3246","274","1984","5509","543","940","382","173","233","61","71","3","410","166","71","156","38","16","5","26","435","778","16","72","2","153","70","15","93","442","4124","1139","5","94","1374","858","1762","3575","3041","567","351","221","668","1582","793","90","392","252","21","20","94","1","","","","","",""
"24/8","5840","1817","77053","184872","6223","2909","19110","18586","7836","2501","3399","274","1995","5712","544","968","392","180","233","61","72","3","421","166","71","161","38","16","5","27","448","799","16","81","2","162","70","15","100","445","4229","1145","5","94","1416","919","1818","3647","3105","572","371","226","672","1594","835","91","401","252","21","20","96","1","","","","","",""
"25/8","5840","1820","81182","190166","6316","3005","19728","19046","8155","2528","3561","274","2000","5862","546","1063","407","180","233","61","72","3","430","166","73","164","38","16","5","27","448","839","16","81","2","166","70","15","107","445","4348","1169","5","94","1466","942","1924","3737","3180","590","378","226","678","1594","839","119","405","257","21","20","97","1","","","","","",""
"26/8","5842","1821","86050","194100","6432","3055","20471","19495","8509","2552","3705","275","2012","5993","553","1106","416","186","233","61","73","3","438","166","73","173","38","16","5","27","472","849","16","83","2","176","70","15","111","453","4390","1189","5","94","1597","1054","1972","3809","3224","605","391","227","683","1649","848","120","405","265","21","20","120","1","","","","","",""
"27/8","5844","1823","94745","199483","6554","3132","21467","19949","8821","2573","3907","275","2026","6124","562","1163","422","186","233","61","77","3","443","167","73","201","38","16","5","27","542","912","16","96","2","179","75","15","114","457","4522","1208","5","94","1688","1082","2059","3881","3283","634","408","227","689","1680","856","128","420","265","21","20","245","1","","","","","",""
"28/8","5845","1825","98794","204964","6697","3193","22264","20400","9062","2589","4016","275","2032","6216","577","1233","428","189","233","61","77","3","456","167","73","223","38","16","5","27","566","972","16","96","2","179","75","15","127","459","4522","1221","5","94","1708","1159","2108","3918","3318","645","421","231","695","1705","872","133","431","273","21","20","335","1","","","","","",""
"29/8","5845","1825","104208","209921","6790","3326","22641","20933","9217","2610","4122","275","2037","6308","591","1283","430","189","233","61","77","3","459","167","73","234","38","16","5","27","573","1024","16","96","2","190","77","15","139","462","4756","1241","5","96","1811","1188","2186","3955","3373","658","439","237","701","1727","872","138","442","275","21","20","393","1","","","","","",""
"30/8","5845","1827","110258","215810","6827","3436","23132","21457","9438","2624","4176","277","2044","6434","621","1351","434","189","233","61","77","3","469","167","73","252","38","16","5","27","613","1048","16","102","2","192","77","15","142","462","4812","1277","5","96","1901","1261","2232","3991","3406","678","454","240","708","1738","891","139","446","280","23","20","423","1","","","","","",""
"31/8","5845","1828","114788","221254","6965","3513","23766","22044","9652","2647","4299","277","2051","6500","661","1432","436","194","233","61","77","3","472","167","73","260","38","22","5","27","638","1065","16","105","2","198","79","15","147","465","4930","1291","5","96","1918","1360","2291","4044","3470","686","476","244","714","1751","891","139","457","284","25","20","470","1","","","","","",""
"1/9","5845","1831","118228","226622","7040","3564","24525","22638","9846","2670","4354","277","2058","6612","679","1489","437","198","233","61","77","3","475","167","73","260","48","22","5","27","655","1085","16","125","2","210","79","15","151","469","5015","1309","5","96","1988","1466","2344","4086","3499","701","476","244","720","1768","911","145","462","287","25","20","573","1","","","","","",""
"2/9","5848","1834","122732","232585","7142","3612","25328","23221","10136","2676","4396","277","2063","6670","698","1555","437","204","233","61","77","3","479","167","74","310","50","22","5","27","680","1119","16","125","2","210","79","15","159","469","5077","1316","5","96","2039","1588","2378","4128","3556","721","546","244","722","1776","924","156","464","291","25","20","629","1","","","","","",""
"3/9","5849","1835","126408","241084","7224","3670","26314","23785","10290","2695","4477","277","2071","6731","722","1592","442","204","233","61","77","3","482","167","74","325","52","22","5","27","680","1119","16","125","2","210","79","15","161","479","5344","1321","5","96","2101","1692","2453","4138","3595","738","554","244","722","1781","924","160","465","300","25","20","629","1","","","","","",""
"4/9","5849","1838","128893","245188","7344","3722","27306","24329","10438","2724","4524","277","2078","6782","745","1624","443","205","233","61","77","3","482","167","75","333","52","22","5","27","702","1192","16","125","2","219","79","15","176","491","5481","1335","5","96","2136","1817","2552","4214","3634","745","616","249","725","1783","945","166","465","301","25","20","739","1","","","","","",""
"5/9","5850","1843","132433","251414","7422","3775","28549","25085","10571","2748","4588","277","2098","6856","770","1672","444","208","233","61","77","3","483","167","75","337","52","22","6","27","702","1192","16","129","2","221","79","15","178","491","5572","1368","5","96","2209","2162","2599","4314","3685","758","638","254","726","1788","945","172","465","302","25","20","739","1","","","","","",""
"6/9","5851","1850","134627","258536","7517","3817","29420","25942","10805","2782","4651","277","2107","6953","801","1684","444","208","233","61","77","3","485","167","75","348","52","22","6","27","716","1271","16","129","2","223","79","15","187","504","5706","1388","5","96","2296","2363","2647","4384","3707","767","666","258","729","1792","958","182","465","305","26","20","760","1","","","","","",""
"7/9","5852","1854","138593","265846","7588","3853","30365","26432","10988","2807","4685","278","2114","7014","838","1702","444","211","233","61","77","3","495","167","75","355","52","22","6","27","725","1271","16","137","2","230","79","15","189","504","5870","1396","5","96","2383","2605","2693","4458","3738","778","714","259","730","1794","958","189","467","356","27","20","942","1","","","","","",""
"8/9","5852","1859","141765","273154","7650","3893","31179","26804","11159","2826","4715","279","2114","7062","857","1744","445","212","233","61","77","3","497","167","76","355","52","22","6","27","734","1295","16","137","2","232","79","15","207","507","5922","1407","5","96","2429","2648","2719","4541","3780","805","775","259","732","1800","971","194","468","384","27","20","995","1","","","","","",""
"9/9","5852","1861","146296","278703","7691","3928","32059","27216","11274","2841","4750","283","2114","7139","863","1752","445","212","233","61","77","3","507","167","76","370","52","22","6","27","736","1356","16","138","2","232","79","15","219","515","6083","1408","5","96","2457","2783","2763","4594","3796","834","795","259","733","1812","980","198","468","403","27","20","1045","1","","","","","",""
"10/9","5852","1861","149859","286242","7749","3957","32882","27537","11430","2854","4780","284","2117","7173","908","1768","445","212","233","61","77","3","523","167","76","375","52","22","6","27","744","1382","16","138","2","235","79","15","245","517","6331","1410","5","96","2476","2869","2797","4631","3807","849","853","264","736","1818","980","198","468","420","27","20","1093","1","","","","","",""
"11/9","5852","1863","153830","291871","7783","3992","33842","27874","11577","2871","4799","287","2117","7219","940","1774","446","212","233","61","77","3","537","167","76","378","52","22","6","27","745","1400","16","138","2","251","79","15","249","519","6468","1412","5","96","2583","3034","2828","4677","3839","868","884","264","741","1819","991","198","468","425","27","20","1131","1","","","","","",""
"12/9","5852","1863","157018","298029","7832","4012","34816","28159","12205","2885","4811","288","2118","7265","970","1776","446","212","233","61","77","3","549","167","76","390","52","22","6","27","745","1412","16","138","2","251","79","15","257","519","6561","1419","5","96","2645","3151","2844","4745","3885","884","917","266","743","1822","991","220","468","442","27","20","1192","1","","","","","",""
"13/9","5852","1863","160669","303475","7891","4053","35584","28486","12366","2892","4824","288","2123","7309","983","1785","446","212","233","61","77","3","556","167","76","397","52","22","7","27","763","1440","16","138","2","251","79","15","263","521","6703","1423","5","96","2689","3228","2882","4813","3901","889","959","266","748","1827","1002","241","468","462","27","20","1249","1","","","","","",""
"14/9","5852","1863","162847","309787","7923","4074","36361","28865","12468","2894","4835","289","2126","7353","992","1787","446","212","233","61","77","3","570","167","76","403","52","22","7","27","774","1450","16","138","2","251","79","15","297","521","6778","1428","5","96","2800","3385","2887","4853","3915","923","1013","267","753","1840","1002","249","468","488","27","20","1249","1","","","","","",""
"15/9","5852","1864","166075","315088","7968","4088","37169","29289","12561","2908","4844","292","2129","7386","1007","1789","446","212","233","61","77","3","579","167","76","410","52","22","7","27","784","1450","16","138","2","251","79","15","310","521","6826","1428","5","97","2859","3568","2906","4906","3933","954","1040","268","761","1849","1002","259","468","514","27","20","1307","1","","","","","",""
"16/9","5852","1865","169073","320823","8001","4103","37736","29570","12642","2917","4846","293","2129","7423","1021","1793","446","212","233","61","77","3","585","167","76","416","52","22","7","27","787","1476","16","138","2","251","79","15","317","523","6884","1433","5","97","2985","3766","2935","4966","3962","976","1070","269","773","1856","1009","268","478","522","27","20","1350","1","","","","","",""
"17/9","5852","1865","173086","326795","8036","4118","38081","29843","12760","2927","4854","293","2132","7458","1073","1802","446","212","233","61","77","3","586","167","76","419","52","22","7","27","790","1476","16","150","2","251","79","15","331","524","6998","1433","5","97","3091","3946","2953","5016","3974","985","1091","272","786","1857","1015","271","489","522","27","20","1387","1","","","","","",""
"18/9","5852","1865","175963","331032","8066","4137","39020","30079","12957","2935","4854","293","2132","7486","1096","1806","446","212","233","61","77","3","589","167","76","423","52","22","7","27","791","1567","16","159","2","251","79","15","339","524","7064","1438","5","98","3234","4114","2974","5059","3984","1030","1101","273","800","1858","1015","274","489","592","27","20","1432","1","","","","","",""
"19/9","5852","1866","178295","336528","8072","4157","39973","30328","13059","2948","4856","294","2134","7523","1120","1806","447","212","233","61","77","3","602","167","76","425","52","22","7","27","791","1567","16","164","2","251","79","15","342","524","7117","1446","5","98","3521","4265","2981","5111","4068","1060","1116","273","815","1864","1015","292","500","603","27","20","1447","1","","","","","",""
"20/9","5852","1867","179705","341699","8091","4166","40842","30596","13270","2963","4859","294","2138","7542","1136","1806","447","212","233","61","80","3","605","167","76","427","52","22","7","27","796","1680","16","165","2","251","79","15","350","525","7149","1447","5","98","3621","4440","3009","5159","4075","1083","1121","274","824","1865","1020","302","510","630","27","20","1482","1","","","","","",""
"21/9","5852","1867","183314","348220","8118","4178","41432","30850","13375","2973","4874","294","2144","7560","1145","1809","447","212","233","61","92","3","607","167","76","431","52","22","7","27","796","1690","16","165","2","251","79","15","354","525","7208","1448","5","98","3742","4574","3024","5202","4088","1105","1132","277","835","1866","1020","316","516","640","27","20","1494","1","","","","","",""
"22/9","5852","1867","187493","353655","8136","4185","42362","31041","13464","2987","4884","294","2144","7581","1151","1810","447","212","233","61","112","3","607","167","76","433","52","22","7","27","805","1690","16","174","2","252","79","15","362","525","7256","1452","5","98","3928","4711","3033","5250","4096","1148","1158","280","850","1869","1020","318","518","660","29","20","1513","1","","","","","",""
"23/9","5852","1867","190257","358707","8155","4190","43122","31231","13531","2993","4887","294","2144","7601","1155","1810","447","212","233","61","126","3","612","168","76","434","52","22","7","27","814","1715","16","176","2","252","79","15","369","527","7342","1454","5","98","4037","4874","3040","5303","4099","1157","1166","280","859","1869","1020","325","518","693","29","20","1533","1","","","","","",""
"24/9","5852","1867","193235","362493","8195","4195","43925","31425","13643","3002","4891","294","2155","7620","1162","1811","447","212","233","61","141","3","612","168","76","435","52","22","7","27","818","1748","16","180","2","252","79","15","370","527","7395","1455","5","98","4127","5077","3064","5360","4112","1175","1168","280","875","1872","1020","331","522","697","29","20","1542","1","","","","","",""
"25/9","5852","1867","196864","366539","8201","4199","44921","31618","13724","3012","4902","294","2158","7645","1164","1815","447","212","233","61","207","3","612","168","76","437","52","22","7","27","819","1757","16","187","2","252","79","15","374","527","7436","1456","5","98","4244","5168","3073","5408","4116","1214","1315","280","888","1885","1062","335","522","703","29","20","1550","1","","","","","",""
"26/9","5852","1867","200196","371660","8211","4201","45667","31789","13787","3019","4910","294","2161","7683","1167","1818","447","212","233","61","256","3","614","168","76","439","52","22","7","27","821","1806","16","191","2","252","79","15","379","544","7473","1456","5","98","4325","5267","3082","5460","4121","1228","1342","282","900","1885","1062","338","528","706","29","20","1574","1","","","","","",""
"27/9","5856","1867","203989","375794","8225","4202","46283","31979","13845","3030","4911","294","2164","7709","1170","1821","447","212","234","61","291","3","617","168","76","440","52","22","9","27","821","1806","16","194","2","252","79","15","379","546","7553","1458","5","98","4456","5340","3114","5516","4125","1249","1343","282","909","1887","1062","342","528","709","34","20","1589","1","","","","","",""
"28/9","5857","1867","206564","379588","8232","4208","47070","32138","13883","3033","4913","294","2172","7744","1175","1821","447","212","234","61","302","3","619","168","76","440","52","22","11","27","821","1820","16","198","2","252","79","15","380","546","7608","1465","5","98","4688","5410","3162","5568","4128","1254","1358","282","925","1889","1062","352","539","714","34","20","1604","1","","","","","",""
"29/9","5857","1867","208953","384287","8233","4212","47969","32270","13951","3035","4914","294","2179","7776","1177","1821","447","212","234","61","338","3","619","169","76","440","52","23","11","27","821","1835","16","214","2","252","79","15","402","551","7631","1468","5","98","4751","5492","3191","5610","4130","1265","1358","282","939","1892","1174","364","539","717","34","20","1617","1","","","","","",""
"30/9","5857","1867","211056","388659","8242","4213","48595","32395","14000","3039","4916","294","2185","7806","1187","1834","448","212","234","61","383","3","619","169","76","441","52","37","11","27","823","1899","16","216","2","252","79","15","405","551","7670","1469","5","98","4923","5571","3229","5651","4136","1272","1374","287","954","1895","1174","364","539","727","36","20","1638","1","","","","","",""
"1/10","5859","1867","212843","392329","8255","4221","49330","32502","14071","3045","4918","295","2189","7821","1193","1835","451","212","234","61","433","3","620","169","76","446","55","39","11","27","823","1899","16","232","2","252","79","15","418","557","7720","1469","5","98","5039","5652","3290","5681","4149","1285","1385","287","969","1898","1174","365","539","730","36","20","1655","1","","","","","",""
"2/10","5865","1867","214360","395052","8261","4235","49839","32609","14107","3047","4919","296","2193","7857","1205","1845","451","212","234","61","475","3","620","170","76","446","57","44","13","27","823","1958","16","245","2","252","80","15","421","558","7740","1470","5","98","5178","5729","3337","5704","4152","1290","1387","288","985","1898","1174","368","544","737","36","20","1670","1","","","","","",""
"3/10","5866","1867","215643","397513","8296","4239","50663","32694","14120","3052","4920","296","2197","7907","1208","1856","454","212","234","61","514","3","620","170","76","446","57","45","13","27","824","1975","16","260","2","252","80","15","425","559","7794","1472","5","98","5325","5804","3410","5737","4165","1298","1399","290","997","1903","1174","392","564","743","37","20","1689","1","","","","","",""
